fold,direction,tissue,feature_set,model_type,comparison,n_source,n_target,n_features,mmd,random_repeat
4,h2m,liver,orthologues,liver_test_orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,0.2090921401977539,
4,h2m,liver,all_target_genes,liver_test_orthologues,source_liver_test_vs_target_liver_test_orthologue_reference,10000,10000,15666,0.2090921401977539,
4,m2h,liver,orthologues,liver_test_orthologues,source_liver_test_vs_target_liver_test,10000,10000,15666,0.2090921401977539,
4,m2h,liver,all_target_genes,liver_test_orthologues,source_liver_test_vs_target_liver_test_orthologue_reference,10000,10000,15666,0.2090921401977539,
4,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_liver_target,10000,10000,29477,0.5595521330833435,
4,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_liver_target,10000,10000,15666,0.6545584797859192,
4,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16782206296920776,0.0
4,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5644415020942688,0.0
4,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19962865114212036,0.0
4,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5647029876708984,0.0
4,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16595661640167236,1.0
4,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5644417405128479,1.0
4,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19735562801361084,1.0
4,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5647051334381104,1.0
4,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1681056022644043,2.0
4,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5644416213035583,2.0
4,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.1994931697845459,2.0
4,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5647037029266357,2.0
4,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.170654296875,3.0
4,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5644413232803345,3.0
4,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.20301073789596558,3.0
4,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5647056102752686,3.0
4,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16602742671966553,4.0
4,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5644413828849792,4.0
4,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19749820232391357,4.0
4,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5647009611129761,4.0
4,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16726917028427124,5.0
4,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5644425749778748,5.0
4,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19877392053604126,5.0
4,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5647025108337402,5.0
4,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1702054738998413,6.0
4,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5644413828849792,6.0
4,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.20282405614852905,6.0
4,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5647052526473999,6.0
4,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1694045066833496,7.0
4,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.564441442489624,7.0
4,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.2016751766204834,7.0
4,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5647012591362,7.0
4,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16673219203948975,8.0
4,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5644415616989136,8.0
4,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19840103387832642,8.0
4,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5647042393684387,8.0
4,h2m,liver,all_target_genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1668972373008728,9.0
4,h2m,liver,all_target_genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5644422769546509,9.0
4,h2m,liver,orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.1987016201019287,9.0
4,h2m,liver,orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5647029280662537,9.0
4,h2m,liver,all_target_genes,permuted_both,translated_liver_source_vs_liver_target,10000,10000,29477,1.3944847583770752,
4,h2m,liver,orthologues,permuted_both,translated_liver_source_vs_liver_target,10000,10000,15666,1.4143718481063843,
4,h2m,liver,all_target_genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5983702540397644,0.0
4,h2m,liver,orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5894773602485657,0.0
4,h2m,liver,all_target_genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5983783602714539,1.0
4,h2m,liver,orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.589476466178894,1.0
4,h2m,liver,all_target_genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5983796715736389,2.0
4,h2m,liver,orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5894708037376404,2.0
4,h2m,liver,all_target_genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5983719825744629,3.0
4,h2m,liver,orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5894668102264404,3.0
4,h2m,liver,all_target_genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5983770489692688,4.0
4,h2m,liver,orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5894768834114075,4.0
4,h2m,liver,all_target_genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5983827114105225,5.0
4,h2m,liver,orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5894833207130432,5.0
4,h2m,liver,all_target_genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5983772277832031,6.0
4,h2m,liver,orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5894732475280762,6.0
4,h2m,liver,all_target_genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5983740091323853,7.0
4,h2m,liver,orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5894798040390015,7.0
4,h2m,liver,all_target_genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5983802676200867,8.0
4,h2m,liver,orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5894854068756104,8.0
4,h2m,liver,all_target_genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5983791947364807,9.0
4,h2m,liver,orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5894728899002075,9.0
4,h2m,liver,all_target_genes,permuted_human,translated_liver_source_vs_liver_target,10000,10000,29477,0.45050859451293945,
4,h2m,liver,orthologues,permuted_human,translated_liver_source_vs_liver_target,10000,10000,15666,0.5071359872817993,
4,h2m,liver,all_target_genes,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6700968742370605,0.0
4,h2m,liver,orthologues,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.7686177492141724,0.0
4,h2m,liver,all_target_genes,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6700934767723083,1.0
4,h2m,liver,orthologues,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.7686323523521423,1.0
4,h2m,liver,all_target_genes,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6700794696807861,2.0
4,h2m,liver,orthologues,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.7686276435852051,2.0
4,h2m,liver,all_target_genes,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.670073926448822,3.0
4,h2m,liver,orthologues,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.7686023712158203,3.0
4,h2m,liver,all_target_genes,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6700776219367981,4.0
4,h2m,liver,orthologues,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.768619954586029,4.0
4,h2m,liver,all_target_genes,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.670063316822052,5.0
4,h2m,liver,orthologues,permuted_human,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.7685983777046204,5.0
