fold,direction,n_samples,n_orthologues,per_sample_mean,gene_marginal_r_mean,gene_marginal_r_var,model_type
6,m2h,64480,15666,0.6264689564704895,0.873973548412323,0.36154893040657043,FlowTransOP
6,m2h,64480,15666,0.0023327311500906944,0.0032276595011353493,-0.006636415608227253,permuted_both
6,m2h,64480,15666,0.6398410797119141,0.894776463508606,0.3966902196407318,permuted_mouse
6,m2h,64480,15666,0.0027276212349534035,0.0037944428622722626,-0.004404847975820303,permuted_human
