train,test,fold,folder
0.7920163740118633,0.43832448889607767,0,sample_ratio_342
0.7947970904152275,0.6604931023445227,1,sample_ratio_342
0.7998279311586096,0.5017664298622675,2,sample_ratio_342
0.79817666583709,0.5202082303309877,3,sample_ratio_342
0.7881489331964016,0.6031958141089016,4,sample_ratio_342
