train,test,fold,folder
0.9427488682005358,0.8114658715580535,0,sample_ratio_114
0.9434697357047365,0.8102885621104199,1,sample_ratio_114
0.9427627523146165,0.8086815993017049,2,sample_ratio_114
0.9433771658974122,0.8068819731454375,3,sample_ratio_114
0.9431883959871892,0.8129135681883015,4,sample_ratio_114
