train,test,fold,folder
0.9375186994621962,0.8252159626070297,0,sample_ratio_456
0.9370719719526941,0.8278972659161188,1,sample_ratio_456
0.9387699072320402,0.8152861617675732,2,sample_ratio_456
0.9370872237420347,0.8324415964375962,3,sample_ratio_456
0.939705964369123,0.8156896342108992,4,sample_ratio_456
