train,test,fold,cell,iteration
0.38353201272187387,0.2992771382966781,0,HUVEC,0
0.4006853287168626,0.3365473354311369,1,HUVEC,0
0.39311933866215476,0.3839580214128242,2,HUVEC,0
0.42470003308396664,0.3420650028358223,3,HUVEC,0
0.3509462439013219,0.3786482693857611,4,HUVEC,0
0.3801113017463462,0.3295294925074891,0,HUVEC,1
0.4045791296274045,0.33278748602257713,1,HUVEC,1
0.41033831201871873,0.37505734548571845,2,HUVEC,1
0.41998791818431586,0.34749394691852936,3,HUVEC,1
0.3947500378520505,0.38862848922628557,4,HUVEC,1
0.39847574484127046,0.35951257474097875,0,HUVEC,2
0.39451630507766533,0.36404747176559704,1,HUVEC,2
0.3985650320672591,0.36678874401415135,2,HUVEC,2
0.4325752025822127,0.3745891451262944,3,HUVEC,2
0.40762366769995456,0.40934515209561334,4,HUVEC,2
0.4479308955237912,0.3854343919769304,0,HUVEC,3
0.44781114135751054,0.4435791988277598,1,HUVEC,3
0.4412566762622132,0.4241624234308433,2,HUVEC,3
0.4531841767004309,0.40185410777656394,3,HUVEC,3
0.44084595545669514,0.4895736582637027,4,HUVEC,3
0.34280711863196534,0.26933416709139385,0,HUVEC,4
0.3671899440046862,0.29926650714424724,1,HUVEC,4
0.3473254973868111,0.3148929000078314,2,HUVEC,4
0.35577280107584575,0.30278190506814123,3,HUVEC,4
0.3371076004890968,0.3576763728607181,4,HUVEC,4
