train,test,fold,cell,iteration
0.9257773986446314,0.84011313456105,0,U2OS,0
0.9221450293029472,0.8287018314143519,1,U2OS,0
0.9257723325426397,0.8362786376196143,2,U2OS,0
0.9260002216552536,0.8241899745634333,3,U2OS,0
0.9250367519224749,0.8311650025271247,4,U2OS,0
0.9255458419019771,0.837214007202497,0,U2OS,1
0.9227038204090001,0.8249465164700707,1,U2OS,1
0.9252857697047079,0.8307621548785344,2,U2OS,1
0.9261562062939751,0.8213039408588356,3,U2OS,1
0.9246854613538577,0.8275193542789161,4,U2OS,1
0.9256677146243328,0.8397085499259938,0,U2OS,2
0.92274471907541,0.8285109602030643,1,U2OS,2
0.9253448159213951,0.8365868690972761,2,U2OS,2
0.9260215807417562,0.8266542796695682,3,U2OS,2
0.9254411513860887,0.831801620137242,4,U2OS,2
0.9258540332773046,0.839275535325209,0,U2OS,3
0.9228979098725869,0.8274398433150982,1,U2OS,3
0.9262584481031306,0.837328130062677,2,U2OS,3
0.9258503822250378,0.8241000036161708,3,U2OS,3
0.9252423282188615,0.8333966720924695,4,U2OS,3
0.9257561608844427,0.8402518046080829,0,U2OS,4
0.9224012934935395,0.8290939174258545,1,U2OS,4
0.9255827819366629,0.8376796843332446,2,U2OS,4
0.9262896228521742,0.8246815035861087,3,U2OS,4
0.9246727534184112,0.8295945412997431,4,U2OS,4
