train,test,fold,cell,iteration
0.9963780632283321,0.7092501822481843,0,HUVEC,0
0.9968626497412367,0.7111525167203142,1,HUVEC,0
0.9974431240982332,0.7490321607028081,2,HUVEC,0
0.9971592060521528,0.7429623758680659,3,HUVEC,0
0.9964172086744965,0.7654519900196206,4,HUVEC,0
0.9964024270650573,0.7065194239765229,0,HUVEC,1
0.9969180883313264,0.7074685275925766,1,HUVEC,1
0.9974567433610904,0.7498304923672972,2,HUVEC,1
0.9972514487242485,0.7462980657736953,3,HUVEC,1
0.9960662871851853,0.7780467460840084,4,HUVEC,1
0.9962747129778051,0.7091769479133297,0,HUVEC,2
0.9968718387097051,0.7061570051619901,1,HUVEC,2
0.9974812703996194,0.7461443295558288,2,HUVEC,2
0.9971209293317812,0.7482973848146577,3,HUVEC,2
0.9960990770437745,0.7745339287630646,4,HUVEC,2
0.9962998611096991,0.7143605029245018,0,HUVEC,3
0.9969594942244995,0.7070934640442557,1,HUVEC,3
0.9976174044126449,0.7443957181914651,2,HUVEC,3
0.9972665703436295,0.7537516029528116,3,HUVEC,3
0.9962139321058903,0.7755741845506579,4,HUVEC,3
0.9964731020463149,0.7091596154914058,0,HUVEC,4
0.9967507397871997,0.7133574192648154,1,HUVEC,4
0.9975452114863705,0.7425883099719638,2,HUVEC,4
0.9972584836847778,0.743617116283625,3,HUVEC,4
0.9961561895609796,0.7692359626425711,4,HUVEC,4
