train,test,fold,cell,iteration
0.8736156193816067,0.7654110818404848,0,MCF7,0
0.8768689535512266,0.768087157585158,1,MCF7,0
0.8747765592896981,0.7729040203567967,2,MCF7,0
0.8736144567743169,0.7799743025981426,3,MCF7,0
0.8738016981022105,0.765135813856735,4,MCF7,0
0.8740769730021868,0.7663416714732056,0,MCF7,1
0.876709820759562,0.7707929813509069,1,MCF7,1
0.8746130973906623,0.7721986302185859,2,MCF7,1
0.8735923837149766,0.7795812463259892,3,MCF7,1
0.8740499912014761,0.7674840375193843,4,MCF7,1
0.874718762373518,0.7629277417435848,0,MCF7,2
0.8773516622481148,0.7682078759970912,1,MCF7,2
0.8748062182897068,0.7720062956340908,2,MCF7,2
0.8731986631394619,0.7776709718496575,3,MCF7,2
0.8738216807560335,0.7653198089205813,4,MCF7,2
0.8737493725521972,0.7645274035694611,0,MCF7,3
0.8764499779079608,0.7666160585433217,1,MCF7,3
0.8747381425444963,0.7729478402384649,2,MCF7,3
0.873229736803222,0.7767661912250388,3,MCF7,3
0.8743048272788945,0.7659758132625332,4,MCF7,3
0.8738211110867931,0.7625682398602776,0,MCF7,4
0.876795941910185,0.7672143169053959,1,MCF7,4
0.874776809347063,0.7731671034448651,2,MCF7,4
0.8733847398047841,0.7766742419103537,3,MCF7,4
0.8744071973351475,0.7688435887037413,4,MCF7,4
