train,test,fold,cell,iteration
0.9042290561450694,0.8079358924156732,0,HT29,0
0.9042552571783675,0.7907944068199173,1,HT29,0
0.903031179538011,0.801764274490034,2,HT29,0
0.9051358259220105,0.8037942407254157,3,HT29,0
0.9042104895190859,0.8033399632644789,4,HT29,0
0.9040871831240229,0.8127647628550132,0,HT29,1
0.9048939072820694,0.7951004862828914,1,HT29,1
0.9032167579541983,0.8024342814927176,2,HT29,1
0.905975978453561,0.8048919474627205,3,HT29,1
0.9037373362158432,0.8044289041334829,4,HT29,1
0.9039768748511307,0.8089518758449565,0,HT29,2
0.9048510170202233,0.7969526262788813,1,HT29,2
0.9024573692306864,0.8027278846294528,2,HT29,2
0.9062723683931373,0.8035544835331712,3,HT29,2
0.9035132875294447,0.8028275420101327,4,HT29,2
0.9045155352720196,0.8098202144043134,0,HT29,3
0.9050505096849806,0.794023420555882,1,HT29,3
0.903190999919441,0.8028231564718125,2,HT29,3
0.9061150866802757,0.8003964692121298,3,HT29,3
0.9040213153431156,0.802966765616351,4,HT29,3
0.9038330357991475,0.8106912669513742,0,HT29,4
0.9046216229623582,0.7891342387120377,1,HT29,4
0.9028150905801363,0.8037439213606171,2,HT29,4
0.9057665169740692,0.8048949477619836,3,HT29,4
0.9035098662149206,0.802001978919652,4,HT29,4
