train,test,fold,cell,iteration
0.2966587232963427,0.2354561278784556,0,YAPC,0
0.2617004102445696,0.26100102906132666,1,YAPC,0
0.2937223475863315,0.20321114158421133,2,YAPC,0
0.2638815977607895,0.22043203614263301,3,YAPC,0
0.2811145535781797,0.27569183315594187,4,YAPC,0
0.3464946001699144,0.28263469950678777,0,YAPC,1
0.3011757441872954,0.28232706042131706,1,YAPC,1
0.33980021231973845,0.2857392400700931,2,YAPC,1
0.2914886828059404,0.2838426295683484,3,YAPC,1
0.28930243415595164,0.30193134039960756,4,YAPC,1
0.27442770895212487,0.25454369883523187,0,YAPC,2
0.26800633791078665,0.22797133386394772,1,YAPC,2
0.2751803661820335,0.20030846200905061,2,YAPC,2
0.2599839071263263,0.20863936993711257,3,YAPC,2
0.26468035801663437,0.27284803348986475,4,YAPC,2
0.29313869334492537,0.26025628650342825,0,YAPC,3
0.3422366582723675,0.3149555975635325,1,YAPC,3
0.32560639048613804,0.301074077944078,2,YAPC,3
0.33245530095150017,0.2634317180813742,3,YAPC,3
0.2996347171493118,0.2922143894877624,4,YAPC,3
0.28761758240277097,0.24380477814304363,0,YAPC,4
0.24679981849189797,0.24558532646112416,1,YAPC,4
0.28247560548967915,0.23993610909874993,2,YAPC,4
0.28666126860319685,0.17853192632184944,3,YAPC,4
0.2449233421455924,0.2585047169161818,4,YAPC,4
