train,test,fold,cell,iteration
0.19776050858591915,0.20355980933520665,0,VCAP,0
0.2195353448529478,0.19550719975408776,1,VCAP,0
0.2555353041720367,0.23747248728017686,2,VCAP,0
0.22209846578535902,0.25718300588387466,3,VCAP,0
0.21315272503798077,0.18645123836180016,4,VCAP,0
0.25677650227534626,0.25741642811370746,0,VCAP,1
0.296016350938451,0.28043315432099114,1,VCAP,1
0.245643363518949,0.2507123234484591,2,VCAP,1
0.2746341047303079,0.2997446091514363,3,VCAP,1
0.24009105489042404,0.20305578044360928,4,VCAP,1
0.15526842449654482,0.13035271459792755,0,VCAP,2
0.13642131779625513,0.11904807657586136,1,VCAP,2
0.17359547324198793,0.1668538145700515,2,VCAP,2
0.13551154645226354,0.1811438576406132,3,VCAP,2
0.17236869464401727,0.11833590908517276,4,VCAP,2
0.21343321311530583,0.2134239536092419,0,VCAP,3
0.18602288366811567,0.18118354982546903,1,VCAP,3
0.1885781661490264,0.17235874554231118,2,VCAP,3
0.1670579684144866,0.20833420418411147,3,VCAP,3
0.20156496390846107,0.15120712000291336,4,VCAP,3
0.2248050739276839,0.21740196085541796,0,VCAP,4
0.19600533353376165,0.17893639806890171,1,VCAP,4
0.21135929430000205,0.21334237329069367,2,VCAP,4
0.23879128417231382,0.26837021379463244,3,VCAP,4
0.22912276367407433,0.18465579981389618,4,VCAP,4
