train,test,fold,folder
0.8067939171387107,0.6227357669295062,0,sample_ratio_569
0.8302411659559608,0.6170284215703682,1,sample_ratio_569
0.8307952811610728,0.6010156052304261,2,sample_ratio_569
0.8320380901941121,0.5977174112402202,3,sample_ratio_569
0.823472831139872,0.6093746986117348,4,sample_ratio_569
