train,test,fold,folder
0.9334061693946272,0.8215770908353919,0,sample_ratio_569
0.936628803969693,0.826263396013354,1,sample_ratio_569
0.9347140822498792,0.8266510917335856,2,sample_ratio_569
0.9364662745623722,0.8251783465930866,3,sample_ratio_569
0.9365266219426058,0.8221056203430659,4,sample_ratio_569
