train,test,fold,folder
0.8112851994155348,0.6493290091697155,0,sample_ratio_683
0.8069463027311657,0.6705486810189609,1,sample_ratio_683
0.8176795865187498,0.5983293024465935,2,sample_ratio_683
0.8007681892890098,0.6465059129112882,3,sample_ratio_683
0.8103492889415002,0.6390198715743826,4,sample_ratio_683
