feature_size,sample_size,avg_cpu_time,std_cpu_time,avg_gpu_time,std_gpu_time,avg_speedup,std_speedup
64,32,0.06325608999999949,0.003007111538743901,0.5130295933333334,0.25918428717477277,0.13292859128013926,0.02151124976675171
64,64,0.08589636666666702,0.0031908553007893277,0.4673396999999994,0.0430877403291672,0.18505474990035625,0.015703643417788016
64,128,0.15422300333333538,0.004276473752705935,0.4667913933333357,0.043330211773721296,0.3331635357696093,0.03174074157880656
64,256,0.3686218133333322,0.0074789517539374,0.46637752000000415,0.036439191833842255,0.7947769034836316,0.060146462623413874
64,512,0.8730241799999997,0.031830572929022756,0.6331518233333345,0.04088536810576327,1.3825265153716453,0.07104581943096981
64,1024,2.521742869999997,0.03968449070546547,0.798205036666667,0.04944743714503083,3.1713202551506186,0.207188159824688
128,32,0.06221239999999663,0.002714448399415212,0.5226520199999982,0.03527510255728707,0.1194552471035826,0.008129358712928756
128,64,0.08914909333333108,0.00299977611796281,0.5034123866666581,0.032833296192114586,0.17776605521412459,0.01235608187085551
128,128,0.15215029999999957,0.004411837099494775,0.5055072133333397,0.038891016410192256,0.30254123164940894,0.022808111922625666
128,256,0.26690409666667086,0.005188614905631364,0.5009408100000011,0.04583185310408795,0.5362708688056459,0.039975748857424005
128,512,0.6920248866666725,0.01540824661149144,0.6306916299999936,0.04139224751416256,1.1022719444895883,0.08407614676089573
128,1024,2.3978384899999923,0.02838705890389019,0.7966445166666669,0.033963910022988306,3.014783909949953,0.1232994824896115
256,32,0.06394546999999116,0.004904951206203067,0.5150708366666663,0.041071464958661125,0.1248544793961976,0.013330298566459483
256,64,0.09003860333333477,0.004617808270650316,0.5085024599999959,0.03796472648649501,0.17773335900853027,0.012311176578208093
256,128,0.15237691000001707,0.003895377951310077,0.4976077666666773,0.04171993561642901,0.30790798290299154,0.022361725335407277
256,256,0.261948770000015,0.0069188147772401305,0.5571359899999986,0.04813413873682399,0.47329807185204664,0.03963851921551875
256,512,0.6813941033333359,0.0114866676900341,0.6298326666666677,0.040965686923305974,1.086819572142203,0.08133132099467827
256,1024,2.260150376666699,0.0489164216393326,0.7711932599999879,0.041086203843613646,2.9374222804881116,0.14380924762587044
512,32,0.06741378333334372,0.0014916148578576543,0.4981063366666831,0.03962221101785889,0.13598015572400138,0.008828907978042814
512,64,0.09033908999996736,0.0035342159909604806,0.5101341700000148,0.040987634491020504,0.1780683548204823,0.014654178248580892
512,128,0.15246363999998871,0.00407546960979414,0.5375188433332975,0.03486697926256885,0.2846697954895914,0.018032974313337558
512,256,0.27928869000001366,0.005829064146322541,0.5431516566666611,0.04301028543392529,0.5170124354237392,0.03815875944570249
512,512,0.7103195966666362,0.018113149951940404,0.6374130566666811,0.04217136866756022,1.1187915429283948,0.07447638274588372
512,1024,2.3379255833333445,0.031137321236250157,0.7943932100000438,0.03801105236073344,2.9491891457339237,0.1388274042618821
1024,32,0.0700791466666639,0.0017028872398005008,0.5102753566666555,0.04021677188141668,0.13801491228500626,0.00951472523953006
1024,64,0.09071129666668488,0.003425453102329,0.5308262399999648,0.023059005319843357,0.17102283257467796,0.005964700541909429
1024,128,0.1631226433333571,0.006410833496628667,0.5267231766666555,0.03292545676542311,0.31097326634748507,0.02447893366611421
1024,256,0.2946299066666597,0.006198628545182033,0.5218538566666514,0.034197556422132507,0.5669700026404281,0.03927500805609397
1024,512,0.7512396966666529,0.021923596164539004,0.6488864300000311,0.039790578129416644,1.1613176964189362,0.06833113933250513
1024,1024,2.4791101299999885,0.04612275512496178,0.7903839833333298,0.047020541648955715,3.145677549752263,0.16791311980990245
2048,32,0.07193040666668367,0.0019121341887421658,0.5372922699999815,0.034200792592427705,0.13426725872878933,0.007128922617722506
2048,64,0.10315077000003232,0.0051880370374556735,0.5521349633333253,0.039736305892792506,0.18746650035445167,0.012960518499358191
2048,128,0.18520484333339482,0.005230687784719445,0.5320804700000281,0.035640226647109,0.34941064642121517,0.022971848857466372
2048,256,0.33577809999997044,0.010808148750774462,0.5398237933333196,0.04368727670091491,0.6255863513372405,0.04994908212378329
2048,512,0.864709873333383,0.01781078454061305,0.6621799966666306,0.04412528835224619,1.311160741808137,0.08718351274214284
2048,1024,2.867293170000024,0.04432354491783045,0.7913136399999985,0.04013674942584649,3.632088998491249,0.18483319725738367
