feature_size,sample_size,iteration,cpu_time,gpu_time,speedup,min_pearson_1,mean_pearson_1,min_pearson_2,mean_pearson_2,min_pearson_1_val,mean_pearson_1_val,min_pearson_2_val,mean_pearson_2_val
64,32,0,0.06262390000000018,1.8727212,0.03344005503862517,0.9999998287533088,0.9999999821196256,0.9999997895896986,0.9999999756655573,0.9211396975759056,0.9876447690871201,0.9309357256301976,0.988730588130475
64,32,1,0.07360929999999932,0.4243718000000003,0.1734547394525255,0.9999977630688531,0.9999998662934652,0.9999977705496399,0.9999998681384048,0.9655972975601657,0.9943332441878342,0.9589736230258493,0.9937046774516128
64,32,2,0.0703636999999997,0.4924355000000009,0.14288917025681447,0.9999893560077098,0.9999995086166784,0.9999887858620714,0.9999994936117107,0.9771100344227024,0.9958074417218054,0.9588770299433824,0.9958587030055156
64,32,3,0.06203799999999937,0.45077440000000024,0.13762538422767429,0.9999999642815314,0.9999999940963585,0.9999999357277763,0.9999999937698159,0.9796826333314321,0.9952873549543326,0.976023527007508,0.9939894699847927
64,32,4,0.06273960000000045,0.47535790000000055,0.13198392200908068,0.9999998100989754,0.999999980290465,0.9999998022819861,0.9999999764856065,0.9662076380776229,0.994250793872122,0.9512716174119761,0.9934889094674771
64,32,5,0.05872719999999987,0.42046570000000116,0.13967179724767015,0.9999998958274702,0.9999999929753872,0.9999999053350637,0.9999999813970957,0.9649977061391635,0.9936923502318751,0.9727164827189814,0.9935467349194594
64,32,6,0.0630039,0.4626432000000005,0.1361824836072376,0.9999999115595802,0.9999999856141374,0.9999999003797594,0.999999979445352,0.9718515540446339,0.9936441892462228,0.9793993152256553,0.9945677835767588
64,32,7,0.0660843999999976,0.5364375000000017,0.12319123849469396,0.9999998320748616,0.9999999880121918,0.9999998895192252,0.9999999873304897,0.9752442014526498,0.9951488797647638,0.9641733625890495,0.9940206917162062
64,32,8,0.06778449999999836,0.5576915000000007,0.12154479672004734,0.9893792674870057,0.9996459705977603,0.991757876541654,0.999725262955137,0.9541050369393701,0.9945672621516807,0.933330426613987,0.9932664609845381
64,32,9,0.06437000000000026,0.49451650000000313,0.13016754749335938,0.9999993956676945,0.9999999650414261,0.9999993626405426,0.999999957164466,0.9529731331141399,0.9956556075878162,0.9523662563558243,0.9959218879138876
64,32,10,0.0638576999999998,0.4733762000000006,0.13489841694618301,0.999999878192778,0.9999999864878925,0.9999998677547561,0.999999988256085,0.9476225022648048,0.9904185014709832,0.9536900702868955,0.9918254813861399
64,32,11,0.06310289999999696,0.4694048999999971,0.1344317027794072,0.99999995889416,0.9999999894498106,0.9999999469562046,0.9999999865576064,0.9732755015160531,0.9949652041358437,0.9526736517809178,0.9938114041288842
64,32,12,0.06046530000000061,0.4276744000000008,0.14138162115852737,0.9999999278071074,0.9999999855314948,0.9999999253647307,0.9999999871048718,0.9477414618521007,0.9943603305506993,0.9555711710414562,0.9946034650093999
64,32,13,0.06312250000000219,0.49637779999999765,0.12716624313174862,0.9999991684342769,0.9999999268222219,0.9999991666244399,0.9999999270101877,0.930623677169513,0.9925489120252443,0.9617223418450421,0.994400054306476
64,32,14,0.06348729999999847,0.4506811999999982,0.14086964355291218,0.9999999241295731,0.9999999940014853,0.999999946131367,0.9999999866631537,0.9600008709797355,0.9921924918313632,0.94376733080998,0.9883714147188961
64,32,15,0.06360979999999827,0.4539502000000013,0.14012506217641954,0.9999995274594549,0.9999999657764606,0.9999995601658749,0.9999999606667267,0.9549017469638498,0.992151987147226,0.929002779657807,0.9910423534760888
64,32,16,0.06124789999999791,0.45967910000000245,0.13324055846784766,0.9999999337158725,0.9999999946040018,0.9999999438863818,0.9999999908464762,0.9642745265598213,0.9944760704014048,0.9734381749399965,0.9942177306955722
64,32,17,0.06208069999999921,0.46391960000000054,0.13381779946352587,0.9999994194208186,0.9999999526093932,0.9999994214329616,0.9999999586246503,0.9478398806591682,0.9934544857326257,0.9634364404007681,0.9942733193616236
64,32,18,0.06322099999999864,0.4198483000000053,0.15058057874712805,0.9291196855982323,0.9970811151756442,0.940722052401512,0.9976212201406376,0.8594126369809263,0.9839717540681404,0.8878134072535226,0.9875520836343158
64,32,19,0.060684500000000696,0.529326999999995,0.114644633657458,0.9937132214320318,0.9997892920464218,0.9933922170226448,0.9997792194867924,0.9462522481035547,0.9934383011666924,0.9783216426729731,0.9945767811782713
64,32,20,0.061380200000002105,0.4331948999999966,0.14169188049075043,0.9999999663650332,0.9999999972333947,0.9999999384711602,0.9999999916831007,0.9657069382826362,0.9919987785299462,0.9619949901148925,0.9922173823260081
64,32,21,0.06291840000000093,0.4463513999999975,0.14096158318311824,0.9717031902752636,0.9990567630387768,0.9820533621609918,0.9994017625833866,0.9332552600654956,0.9915762007934567,0.8731554859065902,0.9900069803024145
64,32,22,0.06253789999999526,0.4530878999999999,0.1380259768579017,0.9999999255240989,0.9999999934848856,0.9999999307999243,0.9999999914703959,0.9498939300855994,0.9921847741556653,0.9550050096483451,0.9924440895419397
