train,test,fold,folder
0.8392965002819295,0.4451521160470763,0,sample_ratio_342
0.8413687543173528,0.6758486805292735,1,sample_ratio_342
0.8432786470386773,0.4947636905961859,2,sample_ratio_342
0.8362956807252648,0.5281121643249989,3,sample_ratio_342
0.8310867303863438,0.6524694042574577,4,sample_ratio_342
