train,test,fold,folder
0.9344514969191713,0.8338060119559619,0,sample_ratio_683
0.9332484699966224,0.8386537050182612,1,sample_ratio_683
0.9348657859641287,0.8263062282014001,2,sample_ratio_683
0.9330192053630686,0.8252980606305735,3,sample_ratio_683
0.9338459920917153,0.8332890762598972,4,sample_ratio_683
