train,test,fold,folder
0.8337380630571496,0.6182096159605595,0,sample_ratio_456
0.8301658751108782,0.6433876210978733,1,sample_ratio_456
0.8264796762549871,0.6212465619150462,2,sample_ratio_456
0.8368651455769682,0.6203888061491762,3,sample_ratio_456
0.835272965027722,0.6439946592637444,4,sample_ratio_456
