,F1_score,ClassAccuracy,model_pearsonHA1E,model_pearsonMCF7,model_spearHA1E,model_spearMCF7,model_accHA1E,model_accMCF7,recon_pear_ha1e,recon_pear_mcf7,recon_spear_ha1e,recon_spear_mcf7,recon_acc_ha1e,recon_acc_mcf7,Direct_pearson,Direct_spearman,DirectAcc_ha1e,DirectAcc_mcf7
0,1.0,1.0,0.6219729781150818,0.6436820030212402,0.5178619396332015,0.5666278605747316,0.6856396273574187,0.7022646368249641,0.8120400905609131,0.8132616877555847,0.7631803118036886,0.7706753322003747,0.7944508926104019,0.7983825989960961,0.3203366696834564,0.29708868652587445,0.605657805044308,0.605657805044308
1,1.0,1.0,0.5890939831733704,0.6349770426750183,0.5103336960393703,0.524313620641612,0.6779679259498439,0.6782728805654218,0.8061921000480652,0.7971722483634949,0.7676805018140564,0.7620238132670718,0.7986884293973591,0.7938824760852499,0.3132716417312622,0.2687224006832046,0.592293617479281,0.592293617479281
2,1.0,1.0,0.6237002611160278,0.6174384355545044,0.5119725889022043,0.5127362842638579,0.6821177005226086,0.6773460577141558,0.8142737746238708,0.817503809928894,0.7588683799410288,0.7734001539298884,0.791912133154566,0.8000367049446804,0.3190033733844757,0.28641790520364413,0.6048300710877399,0.6048300710877399
3,1.0,1.0,0.5421524047851562,0.6062713265419006,0.46059512006675657,0.5147158987449018,0.6574505794137696,0.6791411042944785,0.806530773639679,0.8100458383560181,0.7566459509523922,0.7692909313771019,0.7907665613187086,0.7971917267606645,0.3299326002597809,0.30233433265304477,0.6050443081117928,0.6050443081117928
4,1.0,1.0,0.603538990020752,0.6240236759185791,0.49917112462650104,0.5239230629174245,0.6756488909863142,0.6821299355041686,0.8059727549552917,0.8183186054229736,0.7488144965456143,0.7718033252184355,0.7873334572721076,0.7979999002444012,0.36688917875289917,0.3148071925064832,0.6102721409469876,0.6102721409469876
