train,test,fold,n_pairs,repeat
0.889757697325114,0.4692883091569246,0,1,0
0.942133775399014,0.4580990208018003,0,1,1
0.725842340624841,0.4790175931724459,0,1,2
0.8208482434223137,0.4892972346570142,0,1,3
0.9681707131695956,0.4536364002164035,0,1,4
0.8850933008448223,0.4751806329852009,0,1,5
0.976373640129114,0.450471489530968,0,1,6
0.8794899992878247,0.4717487455015418,0,1,7
0.8600976314678723,0.4648685928181092,0,1,8
0.982194931915636,0.4424820608603456,0,1,9
0.7389436284836914,0.4816511059243498,0,1,10
0.8531828665772005,0.465824448451958,0,1,11
0.9082901155730304,0.4782654116891064,0,1,12
0.9583762928733224,0.4619491563727808,0,1,13
0.8205006718165759,0.4666980775891628,0,1,14
0.8187339041435271,0.4603815900550069,0,1,15
0.9272655428281747,0.4800786156846101,0,1,16
0.9877540257121712,0.4620360144328576,0,1,17
0.9195642691896184,0.4687435673277954,0,1,18
0.6363495873854373,0.4734470536562617,0,1,19
0.813951915530347,0.4730307094219794,0,1,20
0.9355546965298288,0.4658917416206612,0,1,21
0.8966838185199466,0.4686637428090573,0,1,22
0.8031008400440622,0.4701253063561338,0,1,23
0.8215993446371883,0.4876026651784179,0,1,24
0.8820594170784894,0.4729088147680422,0,1,25
0.8557329960879821,0.4764606817720316,0,1,26
0.7386291501616362,0.473700658057376,0,1,27
0.8001500411047838,0.4762156595225771,0,1,28
0.9404713491222918,0.468553236473459,0,1,29
0.7184109670381096,0.4494771340031437,1,1,0
0.8904690791728223,0.4461774670221705,1,1,1
0.8016793511997662,0.4295373836871422,1,1,2
0.881584043475192,0.4397168050054264,1,1,3
0.9014155167199758,0.449856178669469,1,1,4
0.8998619332157035,0.4477157994930237,1,1,5
0.8848354146885629,0.4434197849934227,1,1,6
0.7769326756443579,0.4430735738634058,1,1,7
0.9028971904530524,0.434498843817356,1,1,8
0.8357726322795827,0.4482090525951972,1,1,9
0.8959897738505647,0.4420466525957044,1,1,10
0.7995361934833103,0.4271587218893561,1,1,11
0.8853617993892212,0.4399845166487425,1,1,12
0.9114327141867812,0.4435341276063895,1,1,13
0.8571773332452719,0.4332879928661051,1,1,14
0.834494739178568,0.4338648851383686,1,1,15
0.9369200864058452,0.4685267273465011,1,1,16
0.8978807415178905,0.4434985763655625,1,1,17
0.912159287868168,0.4264367758375091,1,1,18
0.7431887814483547,0.4329656993731843,1,1,19
0.9220000557094136,0.4347948693318939,1,1,20
0.7950995494798317,0.4416170684822833,1,1,21
0.9655318729322996,0.4431481421170223,1,1,22
0.9711337032925936,0.4425788345772526,1,1,23
0.7648642621003163,0.4442393269098224,1,1,24
0.6481120346145416,0.4238851912866476,1,1,25
0.8773547880067383,0.4329756579155218,1,1,26
0.9244440453917342,0.4358088129555669,1,1,27
