train,test,fold,n_pairs,repeat
0.9541821644880388,0.8071782697429877,0,1,0
0.9546369247999544,0.8066248703963128,0,1,1
0.9538513769177358,0.8066593862649558,0,1,2
0.9547035859143582,0.8074822074418844,0,1,3
0.9542033105775054,0.808157485145805,0,1,4
0.9551486025713004,0.8066708915775174,0,1,5
0.9546236284159392,0.8068528822253473,0,1,6
0.9542304680201648,0.8070177210372329,0,1,7
0.9546174662411946,0.8064574228155935,0,1,8
0.95386978216213,0.8067195328681491,0,1,9
0.9547283612246404,0.8075692453289335,0,1,10
0.954179899347214,0.8076727807667491,0,1,11
0.9551548584929568,0.806772252024582,0,1,12
0.9546175648655852,0.806468193759528,0,1,13
0.954282169682815,0.8072321290245065,0,1,14
0.9545986827677596,0.8064478383053313,0,1,15
0.95388003125331,0.8065208099102348,0,1,16
0.9547321676695656,0.8076980628888839,0,1,17
0.954260590160966,0.8078728270179176,0,1,18
0.9551386451763286,0.8067856983649624,0,1,19
0.9546049090150892,0.8062731278235152,0,1,20
0.9542612542057028,0.8072166182192959,0,1,21
0.9546690893414064,0.8064150094903226,0,1,22
0.9538319700137938,0.8065635805421911,0,1,23
0.9546616126137416,0.8075094350013226,0,1,24
0.9542275683890856,0.8078063474545519,0,1,25
0.9552104862526776,0.8081226951956846,0,1,26
0.954586164647938,0.8062334669693493,0,1,27
0.9546261465158836,0.8059556692641929,0,1,28
0.954262725014555,0.8074592432621004,0,1,29
0.9541382436542116,0.7990883450042757,1,1,0
0.9547925433011376,0.7991475670504705,1,1,1
0.954346383120348,0.7993640191834579,1,1,2
0.9533008989830968,0.7986737405917347,1,1,3
0.953874525494111,0.7996707757314168,1,1,4
0.953463977693397,0.7984411182601836,1,1,5
0.9538128038597176,0.7983399421563966,1,1,6
0.953670705967608,0.7986761590608518,1,1,7
0.9549518540724822,0.8001665529202301,1,1,8
0.9543594465689366,0.7984583355553654,1,1,9
0.952930009542444,0.7969931745545495,1,1,10
0.9538032707654348,0.7987915986388849,1,1,11
0.9539326835913672,0.7976374905583667,1,1,12
0.9539063977313752,0.7984017778363951,1,1,13
0.9535871452305822,0.798650949301871,1,1,14
0.9548951847670448,0.8001707687471855,1,1,15
0.9543458716044207,0.8012128085741251,1,1,16
0.9530917445204724,0.7970889589413652,1,1,17
0.9538800975715224,0.7987762520682966,1,1,18
0.9539257504358736,0.7977519770800074,1,1,19
0.9538195729873198,0.7985630979780791,1,1,20
0.953670847099984,0.7986160756042362,1,1,21
0.9548857029938272,0.8010539607508467,1,1,22
0.954301046133353,0.7987026164616544,1,1,23
0.9529498501232668,0.7970207554990036,1,1,24
0.953835621167243,0.7989859027042548,1,1,25
0.9540469838684628,0.7976188476724959,1,1,26
0.953866307376138,0.7984051592558417,1,1,27
0.953631745757636,0.7986011376720372,1,1,28
0.9548810306747596,0.8001991249143244,1,1,29
0.9556037444020952,0.8031734362221168,2,1,0
0.9557023227539904,0.8058844214773191,2,1,1
0.9554799747082284,0.803014158773055,2,1,2
0.9554742835718824,0.8015224999513326,2,1,3
0.9554681268961632,0.802156322156155,2,1,4
