train,test,fold,folder
0.9427488639326498,0.8114659128292305,0,sample_ratio_114
0.9444795033626332,0.8117569792734958,1,sample_ratio_114
0.9424252570984761,0.8080317802028434,2,sample_ratio_114
0.9431588337240464,0.8068667873249753,3,sample_ratio_114
0.9437550790456839,0.8116624013244187,4,sample_ratio_114
