train,test,fold,folder
0.9341424411054482,0.8322914342585641,0,sample_ratio_683
0.9332291306864811,0.8381906087132844,1,sample_ratio_683
0.934844511487795,0.8244738844570786,2,sample_ratio_683
0.9348486426629501,0.8265594574029169,3,sample_ratio_683
0.9338278129884338,0.8330240744709423,4,sample_ratio_683
