train,test,fold,folder
0.539789062752658,0.436741485569747,0,sample_ratio_342
0.4890924020698585,0.5946668951303742,1,sample_ratio_342
0.524701560948649,0.48172980658232845,2,sample_ratio_342
0.5218471348294671,0.4557018532895769,3,sample_ratio_342
0.5023511125082707,0.543000299488987,4,sample_ratio_342
