fold,direction,tissue,feature_set,model_type,comparison,n_source,n_target,n_features,mmd,random_repeat,source_file,model_label
2,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19362372159957889,2,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5676649212837219,2,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1667778491973877,3,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5671937465667725,3,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.1982763409614563,3,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5676553249359131,3,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1636713743209839,4,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5671953558921814,4,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.1946633458137512,4,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.567650318145752,4,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1668497920036316,5,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5671936869621277,5,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19827359914779663,5,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.567662239074707,5,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16672450304031372,6,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5671936869621277,6,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19842344522476196,6,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5676549077033997,6,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.168878972530365,7,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5671935677528381,7,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.20034581422805783,7,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5676504969596863,7,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16357791423797607,8,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5671942830085754,8,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19454562664031985,8,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5676578879356384,8,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16968601942062378,9,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5671945214271545,9,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.2014068365097046,9,liver_expression_mmd_fold2.csv,Real target liver
2,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5676592588424683,9,liver_expression_mmd_fold2.csv,FlowTransOP
2,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6006382703781128,0,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5991284847259521,0,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6006379127502441,1,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.599127471446991,1,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.600638210773468,2,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.599128246307373,2,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6006375551223755,3,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5991288423538208,3,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6006369590759277,4,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5991274118423462,4,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6006377339363098,5,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5991268754005432,5,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6006374955177307,6,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5991286635398865,6,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.600637674331665,7,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5991285443305969,7,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6006367206573486,8,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5991271734237671,8,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.6006365418434143,9,liver_expression_mmd_fold2.csv,Permuted both
2,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5991284847259521,9,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,37933,0.0499192476272583,0,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6384546756744385,0,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.06898713111877441,0,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6380998492240906,0,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,37933,0.04808568954467773,1,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.638346791267395,1,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.06637287139892578,1,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6379674077033997,1,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,37933,0.0474405288696289,2,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6383981108665466,2,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.06545138359069824,2,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6380434632301331,2,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,37933,0.04677700996398926,3,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.638288676738739,3,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.06459403038024902,3,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6379057765007019,3,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,37933,0.04600965976715088,4,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6383882761001587,4,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.06363880634307861,4,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6380031108856201,4,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,37933,0.04767000675201416,5,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6384053230285645,5,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.06577050685882568,5,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6380603313446045,5,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,37933,0.04685008525848389,6,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6383519172668457,6,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.0644688606262207,6,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6379801034927368,6,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,37933,0.0482327938079834,7,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.638356626033783,7,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.06645119190216064,7,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6380058526992798,7,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,37933,0.04680311679840088,8,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6383259296417236,8,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.0645667314529419,8,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6379457116127014,8,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,37933,0.04811882972717285,9,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6382715702056885,9,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.06635940074920654,9,liver_expression_mmd_fold2.csv,Real target liver
2,Mouse to human,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6378865242004395,9,liver_expression_mmd_fold2.csv,FlowTransOP
2,Mouse to human,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6900251507759094,0,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6662454605102539,0,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6900081038475037,1,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.66623687744140625,1,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6899969577789307,2,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.666239857673645,2,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6899928450584412,3,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6662581562995911,3,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6900168657302856,4,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6662557125091553,4,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6900081038475037,5,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6662589311599731,5,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6900060176849365,6,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6662461161613464,6,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6900055408477783,7,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6662551164627075,7,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6900013089179993,8,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6662561893463135,8,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,37933,0.6900045275688171,9,liver_expression_mmd_fold2.csv,Permuted both
2,Mouse to human,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.6662595272064209,9,liver_expression_mmd_fold2.csv,Permuted both
3,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1695239543914795,0,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5734452605247498,0,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.20191001892089844,0,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5736110806465149,0,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16870921850204468,1,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5734488368034363,1,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.2002723217010498,1,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5736282467842102,1,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16741842031478882,2,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5734433531761169,2,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19909316301345825,2,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5736220479011536,2,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1649613976478577,3,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.573442280292511,3,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19634157419204712,3,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5736057162284851,3,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16751593351364136,4,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5734440684318542,4,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.1990479826927185,4,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.573590874671936,4,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.165097177028656,5,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5734374523162842,5,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19655615091323853,5,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5735541582107544,5,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16780585050582886,6,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5734397768974304,6,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.1992497444152832,6,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5735835433006287,6,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.1638960838317871,7,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5734410881996155,7,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19476091861724856,7,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5735829472541809,7,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16370421648025513,8,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5734435319900513,8,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19479352235794067,8,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5736000537872314,8,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,All target genes,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,29477,0.16396349668502808,9,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,All target genes,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.573448896408081,9,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,Orthologues,target_liver,real_target_liver_vs_random_non_liver_target,10000,1000,15666,0.19455069303512573,9,liver_expression_mmd_fold3.csv,Real target liver
3,Human to mouse,liver,Orthologues,FlowTransOP,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5736358165740967,9,liver_expression_mmd_fold3.csv,FlowTransOP
3,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5999636650085449,0,liver_expression_mmd_fold3.csv,Permuted both
3,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5945556163787842,0,liver_expression_mmd_fold3.csv,Permuted both
3,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.599960207939148,1,liver_expression_mmd_fold3.csv,Permuted both
3,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5945517420768738,1,liver_expression_mmd_fold3.csv,Permuted both
3,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.5999557971954346,2,liver_expression_mmd_fold3.csv,Permuted both
3,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5945519804954529,2,liver_expression_mmd_fold3.csv,Permuted both
3,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.599959135055542,3,liver_expression_mmd_fold3.csv,Permuted both
3,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.594555675983429,3,liver_expression_mmd_fold3.csv,Permuted both
3,Human to mouse,liver,All target genes,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,29477,0.599953293800354,4,liver_expression_mmd_fold3.csv,Permuted both
3,Human to mouse,liver,Orthologues,permuted_both,translated_liver_source_vs_random_non_liver_target,10000,1000,15666,0.5945516228675842,4,liver_expression_mmd_fold3.csv,Permuted both
