fold,direction,feature_set,comparison,model_type,model_label,metric,value,lower_better
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,85.76033020019531,TRUE
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.9880281686782836,FALSE
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.9314477443695068,FALSE
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.9284383748625468,FALSE
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.9820702840805052,FALSE
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.980917640441656,FALSE
6,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,540.51068115234375,TRUE
6,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.634289026260376,FALSE
6,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,-0.0010407647350803,FALSE
6,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,-6.5425440857451e-4,FALSE
6,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.5975792002260685,FALSE
6,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.5959815575897693,FALSE
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,381.6506652832031,TRUE
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.7212378978729248,FALSE
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,0.00231962976977229,FALSE
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,0.00468913331921284,FALSE
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.7348461793899537,FALSE
6,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.7283892937779427,FALSE
7,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid distance,129.125,TRUE
7,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid cosine,0.9722461700439452,FALSE
7,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Pearson,0.8557491302490234,FALSE
7,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Spearman,0.8512102220188584,FALSE
7,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-1 target cosine,0.9330415279179812,FALSE
7,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-k target cosine,0.931074699190259,FALSE
7,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid distance,129.125,TRUE
7,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid cosine,0.9722461700439452,FALSE
7,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Pearson,0.8557491302490234,FALSE
7,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Spearman,0.8512102220188584,FALSE
7,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-1 target cosine,0.9438109124064444,FALSE
7,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-k target cosine,0.9424339287936688,FALSE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,209.98422241210935,TRUE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.9347352385520936,FALSE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.823576807975769,FALSE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.844535132060673,FALSE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.9819621191203596,FALSE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.9809058270275592,FALSE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,187.6597137451172,TRUE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.9397797584533693,FALSE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.7056190967559814,FALSE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.6993271657502513,FALSE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.9868974905848504,FALSE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.9862569673478604,FALSE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,517.63421630859375,TRUE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.633696436882019,FALSE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,0.00670951977372169,FALSE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,0.00832801569631303,FALSE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.6065724869072437,FALSE
7,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.6060645200252534,FALSE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,384.3616638183594,TRUE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.7044698596000671,FALSE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,0.0066472771577537,FALSE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,0.00864910134710286,FALSE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.7101710488915444,FALSE
7,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.7068237577259541,FALSE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,110.21424102783205,TRUE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.9851629734039308,FALSE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.9612531065940856,FALSE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.9565899751111452,FALSE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.977367869490385,FALSE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.9759460488677024,FALSE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,90.4136962890625,TRUE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.9873613119125366,FALSE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.9311971664428712,FALSE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.9290114628018172,FALSE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.9849986317753792,FALSE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.9841742531001568,FALSE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,531.08941650390625,TRUE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.6424754858016968,FALSE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,-3.5693543031811e-4,FALSE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,-2.2004168299627e-4,FALSE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.6033590570390225,FALSE
7,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.6029136373281478,FALSE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,376.0857238769531,TRUE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.7305821180343628,FALSE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,0.00205384101718664,FALSE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,0.00366129267190262,FALSE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.7416227334856987,FALSE
7,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.7390579112768173,FALSE
8,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid distance,128.7931671142578,TRUE
8,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid cosine,0.972398281097412,FALSE
8,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Pearson,0.8565698862075806,FALSE
8,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Spearman,0.8520866153044484,FALSE
8,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-1 target cosine,0.9330912732899188,FALSE
8,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-k target cosine,0.9308356240808964,FALSE
8,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid distance,128.7931671142578,TRUE
8,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid cosine,0.972398281097412,FALSE
8,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Pearson,0.8565698862075806,FALSE
8,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Spearman,0.8520866153044484,FALSE
8,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-1 target cosine,0.9440054874181748,FALSE
8,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-k target cosine,0.9424566871702672,FALSE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,229.535400390625,TRUE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.9215235114097596,FALSE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.7865378856658936,FALSE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.8175571033434491,FALSE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.9900417831718922,FALSE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.9892999003589154,FALSE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,208.4361267089844,TRUE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.925530731678009,FALSE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.6334760189056396,FALSE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.631177860365791,FALSE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.9944303740859032,FALSE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.9940206586897372,FALSE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,498.4177856445313,TRUE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.6312732696533203,FALSE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,0.00690463092178106,FALSE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,0.00831691329407371,FALSE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.6039650127828121,FALSE
8,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.6036894586503506,FALSE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,380.167724609375,TRUE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.7013078331947327,FALSE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,0.00651444960385561,FALSE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,0.0088961314198847,FALSE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.7120618657648563,FALSE
8,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.7047013163328171,FALSE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,114.7423858642578,TRUE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.984049677848816,FALSE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.9579098224639891,FALSE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.9534081281327398,FALSE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.978087489783764,FALSE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.976103341972828,FALSE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,92.08214569091795,TRUE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.9870198965072632,FALSE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.9248003959655762,FALSE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.9204867556386728,FALSE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.9850784456729887,FALSE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.9840065748751164,FALSE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,550.02215576171875,TRUE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.6295266151428223,FALSE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,-0.00156543171033263,FALSE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,-1.8380327462793e-4,FALSE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.5923153180241585,FALSE
8,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.5908125295341015,FALSE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,385.7033081054687,TRUE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.7151526212692261,FALSE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,4.6740099787712e-4,FALSE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,0.00267419031466445,FALSE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.7264824567437171,FALSE
8,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.7230768762409687,FALSE
9,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid distance,129.63523864746094,TRUE
9,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid cosine,0.9720594882965088,FALSE
9,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Pearson,0.8552653789520264,FALSE
9,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Spearman,0.8506434192508603,FALSE
9,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-1 target cosine,0.9332698574513196,FALSE
9,Human to mouse,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-k target cosine,0.9311359300702812,FALSE
9,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid distance,129.63523864746094,TRUE
9,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid cosine,0.9720594882965088,FALSE
9,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Pearson,0.8552653789520264,FALSE
9,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Spearman,0.8506434192508603,FALSE
9,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-1 target cosine,0.9440687315106392,FALSE
9,Mouse to human,Orthologues,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Mean top-k target cosine,0.9426603768765928,FALSE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,206.06927490234375,TRUE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.9370085597038268,FALSE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.8297017812728882,FALSE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.8474572117084863,FALSE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.987824513232708,FALSE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.9871565998733044,FALSE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,184.62274169921875,TRUE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.9424970149993896,FALSE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.7090135216712952,FALSE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.704089113056522,FALSE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.9918208347141744,FALSE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.9913299662530424,FALSE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,506.5713806152344,TRUE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.6327356100082397,FALSE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,0.00673964712768793,FALSE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,0.00803685465098352,FALSE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.6054885989487171,FALSE
9,Human to mouse,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.6051709771454334,FALSE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,381.64996337890625,TRUE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.7030336856842041,FALSE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,0.00699804909527301,FALSE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,0.00967131780204078,FALSE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.7139852540552616,FALSE
9,Human to mouse,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.7066101369023323,FALSE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,107.36458587646484,TRUE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.9866327047348022,FALSE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.965506911277771,FALSE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.9617775266117972,FALSE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.9778840841531754,FALSE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.9765560434520244,FALSE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid distance,88.31520080566406,TRUE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid cosine,0.9886742830276488,FALSE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Pearson,0.9358355402946472,FALSE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Centroid Spearman,0.9326121826017684,FALSE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-1 target cosine,0.985559022963047,FALSE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,FlowTransOP,FlowTransOP,Mean top-k target cosine,0.98460346429348,FALSE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,544.4599609375,TRUE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.6326002478599548,FALSE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,-0.00193551962729543,FALSE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,-9.6536345881713e-4,FALSE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.5954369581222534,FALSE
9,Mouse to human,All target genes,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.5939515268206597,FALSE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid distance,383.1083679199219,TRUE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid cosine,0.7194320559501648,FALSE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Pearson,5.8120326139032e-4,FALSE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Centroid Spearman,0.00231623026457232,FALSE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-1 target cosine,0.7314479756891727,FALSE
9,Mouse to human,Orthologues,translated_liver_source_vs_liver_target,permuted_both,Permuted both,Mean top-k target cosine,0.7262362898170948,FALSE
0,Human to mouse,All target genes,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid distance,128.33509826660156,TRUE
0,Human to mouse,All target genes,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid cosine,0.9725804328918456,FALSE
0,Human to mouse,All target genes,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Pearson,0.8573221564292908,FALSE
0,Human to mouse,All target genes,source_liver_test_vs_target_liver_test,liver_test_orthologues,Liver test orthologues,Centroid Spearman,0.8529297759537788,FALSE
