,folder,GPU,CPU
0,A375_HT29,0.4751922000000004,1.1329554000000002
1,A375_PC3,0.5561536,0.9315146999999993
2,HA1E_VCAP,0.4535342999999994,0.4225104000000002
3,HT29_MCF7,0.5137326000000009,0.9374989000000014
4,HT29_PC3,0.4801111999999996,0.8466781999999995
5,MCF7_HA1E,0.4526014000000025,0.8429691999999989
6,MCF7_PC3,0.4812995999999998,1.2705405000000027
7,PC3_HA1E,0.46892760000000067,0.8658537000000024
